"","...1","a","q","ad","per_y","data_arc","n_obs_used","H","diameter","moid"
"50813",69884,0,2,0,4,0,1116,0,6,NA
"50814",69887,2,0,0,4,7035,0,16,4,1.00874
"50815",69888,5,0,6,0,0,400,12,26,3.7936
"50816",69889,0,2,3,5,7032,0,15,5,1.32315
"50817",69890,3,2,3,0,7037,519,15,3,NA
"50818",69891,0,2,0,4,7028,606,16,1,NA
"50819",69893,0,0,6,12,0,322,0,15,NA
"50820",69894,3,2,0,4,6282,0,16,2,1.18125
"50821",69896,3,3,3,5,21409,0,0,3,NA
"50822",69897,3,2,3,0,7159,767,15,3,NA
"50823",69898,0,0,3,4,0,0,16,3,NA
"50824",69899,3,2,3,4,6882,565,15,6,1.31249
"50825",69900,3,2,0,0,0,411,16,4,1.20436
"50826",69901,3,0,0,0,7601,0,14,5,1.36887
"50827",69902,3,0,0,0,21409,494,15,3,NA
"50828",69903,0,2,3,0,7007,395,0,5,NA
"50829",69904,0,2,3,0,0,512,0,3,NA
"50830",69906,3,2,0,5,10780,0,14,7,NA
"50831",69909,3,2,3,4,6243,0,0,6,NA
"50832",69911,3,0,4,0,0,605,0,7,NA
"50833",69912,0,0,3,5,6614,454,15,3,1.61602
"50834",69914,0,3,3,5,6990,0,0,5,1.68877
"50835",69915,0,3,0,4,0,0,0,3,NA
"50836",69916,3,2,4,5,6853,463,0,4,1.43768
"50837",69918,3,3,3,0,0,0,14,5,2.00675
"50838",69919,0,2,3,0,0,0,0,4,NA
"50839",69921,0,3,0,0,6856,769,0,4,1.6647
"50840",69923,0,2,0,5,0,642,15,6,NA
"50841",69924,3,3,0,5,6817,462,15,5,NA
"50842",69926,3,2,4,0,10329,963,14,13,NA
"50843",69928,3,3,4,0,6794,684,0,5,1.6015
"50844",69931,3,0,0,0,0,0,0,9,NA
"50845",69932,0,3,0,6,0,0,14,10,1.99571
"50846",69935,3,3,4,0,8828,440,0,8,2.06994
"50847",69936,0,0,0,6,6809,623,15,8,1.66724
"50848",69937,3,3,4,0,6846,1020,14,12,1.83018
"50849",69938,3,3,3,0,6785,692,0,6,NA
"50850",69942,3,2,0,0,9515,410,15,3,1.18215
"50851",69943,0,3,5,0,7178,0,0,9,2.25599
"50852",69945,0,2,3,4,6594,0,15,4,1.01365
"50853",69946,3,2,3,5,9421,437,0,3,1.36695
"50854",69948,2,0,0,4,7066,519,0,3,NA
"50855",69949,0,2,3,4,0,0,0,3,1.05352
"50856",69951,0,0,5,0,11619,371,12,19,4.02022
"50857",69952,0,0,0,0,0,0,16,2,NA
"50858",69953,0,0,3,0,13231,0,0,3,0.681465
"50859",69954,3,0,3,4,6325,654,15,3,NA
"50860",69956,3,2,0,4,21082,441,0,3,1.29132
"50861",69957,3,3,3,5,8987,316,0,6,1.75671
"50862",69959,3,2,0,4,7798,602,16,4,NA
"50863",69961,0,2,3,4,5880,600,16,2,0.864529
"50864",69962,0,2,0,0,7257,439,0,2,NA
"50865",69963,0,2,3,0,0,555,16,3,1.21988
"50866",69964,0,2,3,0,6199,0,0,5,0.874657
"50867",69965,3,3,4,6,9386,0,0,9,NA
"50868",69966,3,3,3,6,0,423,14,9,1.94536
"50869",69967,3,2,3,0,6595,0,0,3,1.12099
"50870",69968,0,0,3,5,0,0,15,7,NA
"50871",69971,3,2,3,4,0,0,16,3,1.28706
"50872",69974,0,0,0,3,0,273,17,3,0.971747
"50873",69975,0,0,0,0,6286,493,16,4,1.17434
"50874",69976,3,0,3,4,6706,0,15,3,0.972538
"50875",69978,3,0,0,0,0,0,16,1,NA
"50876",69979,3,0,0,4,0,602,15,4,1.30447
"50877",69981,0,0,3,4,7718,287,16,2,1.19648
"50878",69983,3,2,4,5,6696,370,0,4,0.883417
"50879",69984,3,2,3,5,6993,481,15,5,NA
"50880",69985,3,3,0,5,6760,0,15,7,1.9963
"50881",69986,3,0,0,5,0,281,16,3,NA
"50882",69987,3,0,3,5,0,0,0,3,1.19292
"50883",69989,3,2,0,5,7972,875,15,6,0.994731
"50884",69990,0,0,0,0,6972,0,15,3,1.29144
"50885",69991,0,3,3,5,6436,0,14,6,1.82241
"50886",69993,0,0,3,5,7055,0,0,3,1.30334
"50887",69994,3,2,0,5,0,0,0,3,1.47683
"50888",69995,0,3,4,0,6388,564,14,5,NA
"50889",69997,3,2,3,5,7002,0,15,3,1.41218
"50890",69998,3,2,4,5,0,0,0,6,1.36196
"50891",69999,3,0,0,0,0,598,14,8,1.63033
"50892",70000,0,0,3,0,0,0,15,4,1.65071
"50893",70001,0,3,3,5,6911,0,0,4,1.70816
"50894",70002,3,3,0,5,6332,0,15,3,NA
"50895",70003,3,3,0,5,6416,474,0,5,NA
"50896",70004,0,0,3,0,8864,422,16,5,NA
"50897",70005,3,3,0,5,6381,0,15,4,1.93947
"50898",70006,0,0,3,5,6387,0,0,4,1.49098
"50899",70008,3,2,0,0,0,553,15,4,1.38169
"50900",70009,3,0,3,5,0,624,0,5,NA
"50901",70010,3,0,0,4,9845,534,0,2,1.28078
"50902",70013,3,0,0,5,6439,0,0,5,1.81848
"50903",70014,3,3,3,0,9499,579,15,8,NA
"50904",70015,0,0,0,0,0,0,0,5,1.63064
"50905",70016,3,2,0,5,8894,0,15,3,1.42953
"50906",70017,3,3,4,0,9865,623,0,8,1.72356
"50907",70018,3,3,0,5,6437,593,15,8,NA
"50908",70020,0,3,0,5,8812,505,0,4,1.54165
"50909",70022,0,0,3,5,6364,702,0,4,2.00068
"50910",70023,3,3,3,0,6391,494,15,7,1.77306
"50911",70024,3,0,3,5,0,927,0,5,1.73702
"50912",70025,3,3,0,5,0,0,14,6,NA
"50913",70026,0,3,3,5,6384,0,0,6,NA
"50914",70030,3,3,3,5,7249,0,15,6,1.86485
"50915",70031,3,2,4,5,0,733,15,7,NA
"50916",70032,3,3,3,0,6823,0,0,4,1.59648
"50917",70033,0,2,0,5,8725,1045,14,9,NA
"50918",70034,3,3,0,5,6359,0,15,7,1.81634
"50919",70036,3,3,0,0,8086,0,14,4,NA
"50920",70037,3,0,0,5,0,450,15,5,1.36916
"50921",70038,3,0,3,5,9609,0,0,5,NA
"50922",70040,0,0,3,0,6374,621,15,5,NA
"50923",70041,3,3,0,0,6435,679,14,5,1.85702
"50924",70047,3,0,3,0,7462,770,0,6,NA
"50925",70048,0,0,4,0,8206,0,15,6,1.37074
"50926",70049,3,3,3,5,9481,445,14,5,1.77191
"50927",70050,3,3,0,5,6486,1132,14,6,1.73496
"50928",70051,2,0,3,0,0,554,0,3,NA
"50929",70052,0,3,3,5,0,281,16,3,1.54441
"50930",70054,0,3,0,5,0,0,15,6,NA
"50931",70056,3,3,0,5,6460,564,15,5,1.73964
"50932",70057,0,0,3,0,9979,0,15,6,1.77216
"50933",70058,3,3,3,5,6435,836,14,6,2.02741
"50934",70059,3,3,0,0,0,0,14,8,NA
"50935",70062,3,2,4,5,21259,332,0,4,1.35319
"50936",70063,3,3,3,5,9248,397,15,3,1.7084
"50937",70066,0,0,3,5,6303,437,0,4,NA
"50938",70067,3,3,3,5,7284,555,15,5,NA
"50939",70069,3,3,0,6,6394,0,14,9,1.60743
"50940",70070,3,3,4,0,0,0,0,5,NA
"50941",70071,0,2,0,5,0,675,0,4,NA
"50942",70072,0,0,3,5,6436,641,14,6,NA
"50943",70073,2,2,0,4,9569,0,16,3,NA
"50944",70075,0,3,4,5,7236,533,15,6,NA
"50945",70076,0,3,3,5,8113,370,15,4,NA
"50946",70077,3,3,3,0,0,465,15,4,1.63127
"50947",70078,0,0,0,6,6356,520,15,7,1.83169
"50948",70079,0,0,3,0,6163,454,0,1,1.003
"50949",70080,2,0,2,3,7723,0,0,1,NA
"50950",70081,0,0,0,6,9848,0,15,6,NA
"50951",70082,0,3,3,6,6325,0,15,5,1.81315
"50952",70083,0,3,0,0,0,557,15,7,2.14316
"50953",70084,0,2,0,5,9096,741,14,9,1.21339
"50954",70085,3,0,3,5,9086,0,0,4,1.76519
"50955",70086,0,3,0,5,0,677,0,6,1.87891
"50956",70087,3,3,3,0,0,361,16,4,1.61491
"50957",70089,3,0,0,0,7248,0,0,6,NA
"50958",70091,3,3,0,6,0,586,0,7,1.95674
"50959",70092,0,0,4,6,9435,568,15,7,1.582
"50960",70094,3,0,0,5,0,630,15,5,NA
"50961",70095,0,3,3,6,0,0,14,5,NA
"50962",70096,3,3,0,5,9054,0,15,6,1.72739
"50963",70097,0,0,3,5,0,645,15,6,NA
"50964",70098,3,3,3,0,6416,504,15,4,1.99323
"50965",70099,0,2,4,6,6346,536,0,5,1.48872
"50966",70100,0,3,4,0,6323,737,14,8,1.79054
"50967",70101,0,0,3,5,0,0,0,6,1.99291
"50968",70102,3,3,0,5,6379,0,15,4,NA
"50969",70104,2,2,0,4,8613,0,0,3,0.90222
"50970",70106,3,3,0,0,9455,450,0,6,NA
"50971",70107,3,0,3,5,0,748,0,5,NA
"50972",70109,0,2,3,4,8191,0,17,2,NA
"50973",70112,0,0,4,6,0,0,0,4,1.70425
"50974",70113,0,3,0,5,8556,452,15,3,2.00296
"50975",70114,3,0,0,6,0,0,14,7,1.95748
"50976",70115,3,3,4,6,6338,0,0,4,1.74857
"50977",70116,0,0,0,3,9778,0,0,2,0.980278
"50978",70119,2,2,3,0,9097,275,17,3,NA
"50979",70120,3,3,4,0,6365,612,0,9,NA
"50980",70123,3,3,0,6,7688,390,0,9,NA
"50981",70124,0,2,4,5,7295,661,15,4,NA
"50982",70125,3,3,0,5,0,476,14,4,2.05845
"50983",70126,0,3,0,5,6316,605,14,6,1.54947
"50984",70128,3,0,0,5,6400,445,15,8,NA
"50985",70129,3,0,3,4,0,292,16,3,1.50837
"50986",70130,3,3,0,0,9120,622,15,3,1.67344
"50987",70131,3,2,4,0,6330,0,15,5,1.34197
"50988",70132,0,0,0,0,7241,756,15,6,NA
"50989",70133,0,3,0,6,7206,0,15,6,1.51418
"50990",70134,3,3,0,6,7618,438,16,6,1.67731
"50991",70135,3,3,4,5,6406,673,0,5,1.61256
"50992",70136,0,3,3,0,9419,456,15,5,2.13138
"50993",70137,3,0,4,6,0,0,0,10,NA
"50994",70138,0,0,3,0,0,0,0,5,1.75712
"50995",70140,3,3,0,5,0,331,15,4,1.85102
"50996",70141,0,3,3,5,6430,0,15,6,NA
"50997",70142,0,0,0,4,8625,527,16,1,1.07927
"50998",70143,3,0,4,6,6344,535,0,9,1.85059
"50999",70144,3,2,3,5,14923,787,15,3,1.26623
"51000",70146,0,0,4,0,0,674,0,8,NA
"51001",70147,3,3,4,6,0,0,0,7,1.79192
"51002",70148,3,3,3,5,9478,614,0,6,1.58313
"51003",70149,0,3,4,6,0,481,0,5,1.59194
"51004",70154,0,3,4,0,8513,679,0,6,1.72344
"51005",70158,0,3,0,5,6395,760,14,4,1.61486
"51006",70159,3,3,0,0,0,428,15,5,NA
"51007",70160,3,3,3,6,6309,0,0,6,2.01199
"51008",70161,0,3,3,0,0,638,14,9,NA
"51009",70162,3,0,4,0,6310,404,0,7,NA
"51010",70165,3,3,0,6,0,449,15,5,1.60497
"51011",70166,3,3,4,0,0,0,15,6,1.63075
"51012",70167,3,3,3,0,8462,0,0,6,2.03254
"51013",70169,0,0,0,0,9435,0,0,7,1.61609
"51014",70170,3,0,0,0,10396,667,14,5,1.80358
"51015",70171,0,3,4,6,0,0,14,10,NA
"51016",70172,3,3,0,6,6733,0,15,7,1.89006
"51017",70173,3,0,3,6,6319,0,14,6,1.98726
"51018",70174,3,3,4,0,10284,419,0,4,1.53388
"51019",70175,3,3,4,0,6798,650,15,6,1.57981
"51020",70179,3,0,4,6,6776,512,15,6,1.78003
"51021",70182,3,3,4,0,0,530,0,6,1.57457
"51022",70183,2,2,0,0,8829,561,16,2,0.9186
"51023",70185,3,0,0,5,7313,0,15,7,1.47461
"51024",70187,3,3,4,0,7586,762,14,8,NA
"51025",70188,3,2,4,0,0,0,0,7,1.48117
"51026",70192,3,3,3,0,6461,0,14,5,NA
"51027",70193,3,0,0,6,21285,0,15,7,2.01462
"51028",70194,0,0,3,6,6767,668,0,8,1.95239
"51029",70195,0,0,4,0,8587,0,15,4,1.19796
"51030",70196,3,2,0,6,6353,506,15,6,1.36565
"51031",70197,0,0,0,6,6291,376,15,8,1.64941
"51032",70198,3,3,0,6,7642,333,15,6,1.69285
"51033",70199,3,3,4,6,0,601,14,8,NA
"51034",70200,0,3,4,6,0,0,14,6,1.85719
"51035",70202,2,2,2,3,7503,0,16,1,NA
"51036",70203,3,2,0,6,6330,488,15,7,1.4471
"51037",70204,3,0,0,0,0,0,0,7,1.47463
"51038",70205,0,0,0,0,0,450,0,7,1.25565
"51039",70206,0,3,4,0,0,759,14,10,1.5703
"51040",70207,3,3,4,0,0,480,0,6,1.59117
"51041",70208,0,0,0,0,6238,614,14,8,NA
"51042",70210,3,2,3,4,0,0,16,2,NA
"51043",70211,3,0,0,0,8456,461,15,6,1.87903
"51044",70212,0,3,4,6,6378,0,0,8,1.75534
"51045",70213,0,0,4,6,0,398,0,7,NA
"51046",70214,0,2,4,0,0,0,15,6,1.58374
"51047",70215,2,2,3,0,8574,383,16,3,1.14499
"51048",70216,0,3,3,0,9897,0,15,4,1.98812
"51049",70217,3,0,4,0,0,368,15,5,1.61303
"51050",70218,3,0,3,0,9345,468,0,5,2.1411
"51051",70221,2,2,3,0,0,389,0,3,1.02143
"51052",70222,0,5,5,0,9621,0,12,12,3.85324
"51053",70223,0,5,6,12,7161,0,12,18,3.93193
"51054",70225,2,2,0,4,0,483,0,3,NA
"51055",70226,2,2,0,0,7211,338,16,2,NA
"51056",70227,0,0,3,0,0,300,17,3,0.906246
"51057",70229,5,0,5,12,7622,262,13,12,NA
"51058",70230,5,0,6,12,15547,446,0,17,4.00213
"51059",70231,3,2,3,4,16003,0,0,3,NA
"51060",70233,2,0,3,4,0,0,16,3,0.935969
"51061",70235,2,0,0,4,10139,0,0,2,0.898949
"51062",70236,2,0,3,4,6084,0,16,3,0.878773
"51063",70238,0,2,3,0,9070,0,16,2,NA
"51064",70239,0,2,3,4,0,0,16,3,0.931724
"51065",70241,3,2,3,0,9445,545,15,6,1.37652
"51066",70242,2,0,3,4,0,365,0,2,0.957176
"51067",70245,0,3,0,0,8913,471,15,6,1.70666
"51068",70246,3,0,0,4,7793,0,16,2,1.24038
"51069",70247,3,0,4,4,7467,0,15,5,NA
"51070",70248,2,0,3,0,0,662,0,4,1.0079
"51071",70250,0,2,3,4,6026,524,0,2,0.97284
"51072",70251,2,2,3,0,0,210,0,3,NA
"51073",70253,3,2,3,0,0,0,15,5,1.11683
"51074",70254,0,3,0,6,6271,547,14,8,NA
"51075",70255,3,2,3,4,0,366,15,3,NA
"51076",70256,2,0,3,0,11462,0,16,3,0.807495
"51077",70257,0,2,3,4,9170,420,0,2,0.812246
"51078",70258,2,0,3,4,7941,0,16,3,0.962592
"51079",70263,0,0,0,4,7055,628,15,9,NA
"51080",70265,3,2,3,0,0,310,0,7,NA
"51081",70266,3,2,3,0,6731,477,16,4,1.1301
"51082",70267,3,2,3,4,6739,485,0,3,1.42641
"51083",70268,3,2,0,4,0,347,16,3,NA
"51084",70269,0,2,3,4,0,413,0,2,NA
"51085",70270,2,0,3,4,0,0,16,2,0.961048
"51086",70271,0,0,0,0,6257,416,15,3,1.25615
"51087",70272,0,3,3,0,9314,410,15,8,2.17499
"51088",70275,3,0,0,0,14674,423,0,3,0.830077
"51089",70277,3,2,3,0,8252,228,16,2,NA
"51090",70278,3,2,3,0,7091,480,14,8,NA
"51091",70279,3,0,3,4,10039,517,16,3,1.20307
"51092",70280,3,2,3,4,6876,468,0,2,1.2771
"51093",70281,3,0,3,4,7212,534,0,4,NA
"51094",70283,3,2,3,0,10254,433,16,2,1.22665
"51095",70284,3,2,3,4,0,918,15,5,NA
"51096",70285,3,0,3,5,5677,461,0,6,NA
"51097",70287,3,3,3,5,9843,463,15,6,NA
"51098",70288,3,2,0,4,20664,305,0,3,1.28061
"51099",70289,3,2,0,4,6252,290,16,4,NA
"51100",70291,3,0,3,0,0,594,0,2,1.1167
"51101",70293,0,2,3,4,0,0,16,3,1.14687
"51102",70294,0,2,3,4,0,0,16,1,0.840857
"51103",70295,3,2,3,4,5753,362,16,3,NA
"51104",70296,0,0,3,4,7604,678,0,3,1.32511
"51105",70297,0,0,0,0,5757,513,0,5,1.53769
"51106",70299,0,2,0,0,9532,0,16,5,1.40237
"51107",70300,0,2,0,0,7148,550,0,5,NA
"51108",70301,0,2,3,4,0,0,0,3,0.777349
"51109",70303,3,2,3,0,6209,504,16,4,1.09565
"51110",70304,3,0,3,4,10202,466,0,5,1.3338
"51111",70305,0,3,3,5,21412,0,0,5,1.54305
"51112",70307,3,3,3,0,6591,0,0,4,NA
"51113",70308,0,0,3,4,7267,0,16,2,NA
"51114",70309,0,0,3,4,0,659,16,4,1.51215
"51115",70310,3,2,3,0,0,0,15,2,0.875501
"51116",70311,3,2,0,0,7063,483,15,4,NA
"51117",70312,3,2,0,0,7297,600,0,2,1.22926
"51118",70316,3,2,3,4,8170,0,0,4,NA
"51119",70317,3,2,3,4,6775,587,16,5,NA
"51120",70320,0,3,0,5,0,423,15,5,NA
"51121",70321,0,2,3,0,7620,0,0,6,1.09121
"51122",70322,0,0,0,0,0,0,14,4,0.961737
"51123",70323,0,2,3,0,0,618,0,5,NA
"51124",70324,0,2,3,4,0,333,0,4,1.08746
"51125",70326,3,2,3,4,0,603,15,3,1.19337
"51126",70327,0,2,3,0,0,652,15,5,NA
"51127",70328,3,2,0,4,0,446,0,2,NA
"51128",70329,0,2,3,4,6250,0,16,2,0.806599
"51129",70330,0,0,3,0,9493,584,16,3,NA
"51130",70331,0,0,0,4,5910,856,0,3,1.04884
"51131",70332,0,0,3,4,9666,461,15,2,1.17607
"51132",70333,0,2,3,4,8269,678,16,2,NA
"51133",70334,0,2,0,4,5349,334,15,2,NA
"51134",70335,0,2,0,0,7582,618,0,6,1.17718
"51135",70338,0,2,0,4,0,0,0,3,NA
"51136",70340,3,0,3,4,8090,0,15,5,1.23641
"51137",70341,3,0,3,0,0,330,0,5,NA
"51138",70342,0,0,4,6,8266,571,14,10,1.54443
"51139",70343,3,3,3,5,6934,560,15,5,NA
"51140",70344,0,0,3,5,7733,0,14,5,1.61933
"51141",70346,3,2,0,0,10235,0,16,1,0.853114
"51142",70347,3,2,0,5,8867,320,16,4,1.32023
"51143",70348,3,2,0,4,6251,0,15,6,1.12301
"51144",70349,0,2,0,0,7141,648,16,4,1.15943
"51145",70350,0,0,0,4,6440,0,0,1,NA
"51146",70353,0,0,3,5,21413,0,16,3,1.2349
"51147",70354,0,0,3,4,7450,0,15,3,1.03155
"51148",70355,0,0,3,0,5883,0,14,9,2.00875
"51149",70356,3,3,3,5,7796,756,14,5,NA
"51150",70357,3,0,4,0,7586,0,14,9,1.48472
"51151",70358,3,2,3,0,0,0,15,5,NA
"51152",70359,0,3,3,0,0,353,16,4,1.63141
"51153",70360,3,3,4,0,5954,0,14,6,1.71356
"51154",70361,3,0,4,5,0,0,0,5,1.13341
"51155",70362,3,3,3,5,6586,403,16,4,1.62464
"51156",70364,3,2,3,0,6053,333,15,5,NA
"51157",70367,0,0,3,5,0,440,0,4,NA
"51158",70368,3,2,3,4,0,0,0,2,0.897134
"51159",70369,0,2,3,4,7137,465,16,5,1.28046
"51160",70370,3,0,3,0,9969,552,15,4,1.9888
"51161",70371,0,3,3,6,6342,0,0,7,2.05851
"51162",70372,0,3,0,5,9163,444,15,4,NA
"51163",70373,3,3,3,5,0,0,15,7,NA
"51164",70374,3,0,3,4,0,598,0,3,0.981021
"51165",70375,3,3,3,0,0,0,14,8,1.81158
"51166",70376,3,2,3,5,0,0,0,7,1.19427
"51167",70377,0,3,3,0,7316,0,15,7,1.56694
"51168",70378,3,3,3,0,6468,0,15,7,NA
"51169",70379,0,2,0,4,7559,764,0,3,1.20506
"51170",70380,3,2,4,4,0,0,14,3,0.927588
"51171",70383,3,3,3,0,10367,380,0,7,NA
"51172",70384,0,0,3,0,9057,0,0,7,NA
"51173",70385,3,0,4,0,6370,674,14,8,1.72317
"51174",70386,3,0,4,6,0,567,14,7,1.76222
"51175",70387,3,2,3,4,13239,830,15,6,0.946028
"51176",70390,2,2,3,4,9144,603,16,3,NA
"51177",70391,3,0,0,6,0,706,0,7,NA
"51178",70392,0,3,0,6,6700,446,14,10,NA
"51179",70393,3,3,4,6,7611,0,15,6,1.75555
"51180",70394,0,3,0,6,7562,700,0,8,1.8949
"51181",70395,3,0,0,0,7229,0,15,4,1.86641
"51182",70397,3,0,4,0,6263,0,0,9,1.95984
"51183",70398,0,2,3,0,8595,504,0,1,0.941483
"51184",70399,0,0,3,5,0,0,16,4,1.56273
"51185",70400,3,0,4,6,8057,629,14,8,1.38043
"51186",70401,3,3,0,6,9161,439,0,6,NA
"51187",70402,0,2,0,5,9899,0,14,8,1.48586
"51188",70405,2,2,0,3,8906,530,16,3,NA
"51189",70406,3,2,0,4,0,292,16,3,0.986254
"51190",70407,3,0,0,0,9915,595,0,6,1.60953
"51191",70408,0,0,3,3,0,809,16,2,1.03505
"51192",70409,3,0,0,4,6745,454,16,2,NA
"51193",70410,3,2,3,4,6418,560,0,3,1.22446
"51194",70411,0,3,3,5,6727,294,0,5,1.85508
"51195",70412,0,0,3,4,0,0,14,6,0.869175
"51196",70413,0,2,3,0,6754,534,0,2,NA
"51197",70414,0,0,3,0,8876,370,16,4,1.68684
"51198",70415,20,15,0,90,4847,0,9,118,13.9806
"51199",70416,0,0,3,0,6378,368,0,2,1.19632
"51200",70417,3,2,3,4,0,0,16,2,1.38885
"51201",70418,0,2,0,4,0,0,16,4,NA
"51202",70419,0,2,3,0,0,0,0,2,1.0589
"51203",70420,2,0,3,4,7147,494,16,2,1.06784
"51204",70422,2,2,0,4,0,391,16,2,1.10413
"51205",70424,3,2,3,4,0,0,15,5,1.50619
"51206",70425,3,3,3,0,9507,440,0,6,1.54852
"51207",70426,0,3,4,0,0,0,14,10,1.60553
"51208",70428,0,0,3,0,8087,330,16,1,0.958753
"51209",70429,2,0,3,0,0,0,16,2,NA
"51210",70430,3,0,3,6,0,639,14,7,1.91075
"51211",70431,2,2,3,0,9960,591,16,4,0.95474
"51212",70432,3,3,0,5,6705,0,15,3,1.87264
"51213",70433,3,0,3,4,11725,545,15,3,1.36905
"51214",70434,3,0,3,0,0,0,0,3,NA
"51215",70435,0,0,3,5,0,0,0,5,NA
"51216",70436,3,0,4,6,5366,0,15,6,NA
"51217",70437,2,0,0,0,9069,480,16,1,NA
"51218",70438,3,0,0,0,6291,548,15,4,1.96266
"51219",70439,0,3,0,5,8868,400,0,5,NA
"51220",70443,0,0,3,4,7622,0,0,3,1.47078
"51221",70445,0,2,0,4,8490,494,0,1,NA
"51222",70446,0,0,0,4,6731,479,0,3,1.38535
"51223",70447,3,0,0,6,0,465,0,5,1.9595
"51224",70448,0,0,4,5,9480,0,14,5,1.53564
"51225",70450,0,2,0,4,0,460,15,5,1.18162
"51226",70451,3,3,4,6,0,0,0,5,1.80403
"51227",70452,3,0,3,5,7531,0,16,3,1.6648
"51228",70453,3,3,4,0,6324,513,0,4,NA
"51229",70454,3,3,0,5,6388,586,15,4,1.75559
"51230",70455,3,3,0,5,6327,0,15,6,1.85309
"51231",70456,0,3,3,5,0,0,16,3,1.54989
"51232",70459,3,0,0,0,0,364,16,5,NA
"51233",70460,2,2,3,4,7101,461,0,3,0.842026
"51234",70461,3,2,3,4,8034,604,15,3,1.36942
"51235",70462,0,0,0,5,8571,372,15,3,1.66323
"51236",70463,3,0,3,0,7298,333,16,4,NA
"51237",70464,3,0,3,0,0,569,15,5,0.973401
"51238",70465,0,3,4,6,9548,477,15,8,NA
"51239",70467,3,3,0,0,7632,520,0,4,NA
"51240",70468,3,3,0,6,7619,0,0,9,2.08141
"51241",70469,3,0,0,6,9830,0,14,5,1.99844
"51242",70470,0,0,0,5,6318,0,0,4,NA
"51243",70471,0,2,3,0,6707,711,15,3,1.15534
"51244",70472,0,0,3,0,6103,0,0,4,NA
"51245",70475,3,0,4,0,0,617,15,3,1.84234
"51246",70478,3,2,3,4,7516,0,15,3,NA
"51247",70479,0,2,3,4,10840,0,15,5,1.04589
"51248",70481,0,2,4,6,6323,494,14,7,NA
"51249",70483,3,0,3,5,6302,0,15,4,1.81025
"51250",70484,0,2,4,0,6612,0,0,2,0.953755
"51251",70486,0,0,0,4,6505,470,16,1,NA
"51252",70487,2,2,0,4,8037,513,0,3,1.17975
"51253",70488,0,0,3,4,0,517,16,2,1.10997
"51254",70491,3,0,3,4,6354,412,0,2,1.42082
"51255",70496,3,2,0,0,0,0,14,8,1.55261
"51256",70497,0,3,3,6,6379,603,14,8,2.06124
"51257",70498,0,0,3,4,0,0,16,2,NA
"51258",70500,2,2,3,0,6930,558,0,2,0.879199
"51259",70501,0,0,0,0,9975,0,0,2,NA
"51260",70504,2,2,0,4,0,652,16,2,NA
"51261",70505,3,3,0,5,0,280,15,4,1.71715
"51262",70506,2,2,0,4,8494,477,0,3,0.942765
"51263",70507,2,0,3,4,9958,498,16,2,0.9562
"51264",70508,0,3,0,0,0,272,15,4,1.70481
"51265",70509,0,3,0,5,0,396,0,4,1.61295
"51266",70511,3,3,4,6,0,330,0,7,1.75274
"51267",70514,0,3,4,6,6756,556,15,5,NA
"51268",70515,3,0,3,0,8098,0,14,7,1.80985
"51269",70516,0,3,4,0,0,289,15,4,NA
"51270",70517,0,3,4,6,0,542,0,9,1.78568
"51271",70519,3,2,0,6,0,0,15,6,NA
"51272",70520,0,0,3,5,6820,421,0,3,NA
"51273",70521,3,3,4,6,9460,496,0,6,1.6455
"51274",70522,2,0,3,0,21292,421,16,3,1.21325
"51275",70523,3,3,3,0,7706,0,16,4,NA
"51276",70524,3,0,3,5,0,0,15,3,1.77445
"51277",70525,3,3,3,5,7649,353,0,4,1.70104
"51278",70526,3,0,4,5,0,392,15,5,NA
"51279",70530,0,0,3,0,6724,509,0,4,1.3098
"51280",70531,0,0,4,5,9894,724,0,5,NA
"51281",70532,2,2,0,4,9675,604,16,2,NA
"51282",70533,0,0,3,4,8707,640,16,2,1.37985
"51283",70537,0,3,3,5,6734,433,0,7,1.86382
"51284",70539,3,2,3,4,7157,414,16,4,1.14625
"51285",70541,3,2,0,5,0,552,16,4,0.919089
"51286",70542,0,2,0,0,0,417,15,2,1.0692
"51287",70543,3,3,3,0,21342,409,15,4,1.67028
"51288",70545,3,2,3,4,21028,0,0,2,NA
"51289",70546,3,3,4,0,16464,300,15,7,1.52273
"51290",70547,0,3,4,0,0,469,0,7,1.70331
"51291",70548,3,2,3,0,0,649,0,3,1.21685
"51292",70549,0,0,4,5,16539,0,14,7,1.64692
"51293",70551,3,0,3,5,15102,507,16,5,1.33099
"51294",70552,0,0,3,3,15115,271,19,0,0.135835
"51295",70553,3,2,4,0,14762,328,15,6,NA
"51296",70555,3,0,3,5,14529,0,0,4,NA
"51297",70556,0,3,4,5,0,433,0,6,1.6921
"51298",70557,3,2,0,5,13686,229,16,4,NA
"51299",70558,0,3,3,6,13820,0,15,5,1.95162
"51300",70560,3,3,3,5,9917,405,15,6,1.68593
"51301",70562,3,3,3,5,10421,427,15,4,NA
"51302",70563,3,3,3,5,9538,415,15,7,NA
"51303",70565,0,3,3,5,9547,0,0,4,1.85372
"51304",70566,3,2,0,0,0,434,15,5,NA
"51305",70567,3,3,3,4,8578,471,16,3,1.50918
"51306",70570,3,0,4,0,0,0,0,6,NA
"51307",70571,0,0,4,6,0,320,16,5,1.54204
"51308",70574,3,3,4,0,9751,558,0,6,NA
"51309",70575,3,0,3,0,10253,0,16,2,NA
"51310",70576,0,2,0,0,21520,494,16,3,1.48704
"51311",70578,2,2,0,0,0,383,17,2,0.979282
